epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.33946,0.272692,0.200498,0.242612,0.849958,0.883544,0.409288,0.193235,619.69
2,0.232214,0.230118,0.368555,0.386564,0.901453,0.901298,0.547086,0.325166,629.81
3,0.190858,0.215644,0.47664,0.486267,0.918453,0.909158,0.603395,0.43012,629.6
