epoch,batch,n_batches,running_loss,batch_loss,lr,batch_f1,batch_acc,batch_prec
1,5,50,1.009968,0.950076,0.00001000,0.150980,0.531250,0.113124
1,10,50,0.951487,0.852673,0.00001000,0.150861,0.567982,0.125566
1,15,50,0.899208,0.751231,0.00001000,0.144779,0.609101,0.117565
1,20,50,0.853845,0.686121,0.00001000,0.136551,0.634320,0.146023
1,25,50,0.809739,0.618041,0.00001000,0.135663,0.675439,0.128722
1,30,50,0.769151,0.550696,0.00001000,0.123374,0.713268,0.116587
1,35,50,0.733075,0.487810,0.00001000,0.131040,0.774671,0.155891
1,40,50,0.700468,0.447151,0.00001000,0.108473,0.807018,0.119848
1,45,50,0.671960,0.428584,0.00001000,0.079195,0.826206,0.078128
1,50,50,0.646494,0.408724,0.00001000,0.061235,0.841009,0.124285
2,5,50,0.369299,0.366526,0.00010000,0.045802,0.865680,0.225000
2,10,50,0.344109,0.304517,0.00010000,0.167076,0.866776,0.189507
2,15,50,0.339811,0.308348,0.00010000,0.152432,0.871162,0.208974
2,20,50,0.330249,0.277108,0.00010000,0.152925,0.879934,0.224420
2,25,50,0.323339,0.301935,0.00010000,0.197085,0.872807,0.283389
2,30,50,0.316324,0.293182,0.00010000,0.251528,0.872259,0.418567
2,35,50,0.311012,0.281192,0.00010000,0.195899,0.885417,0.331381
2,40,50,0.305362,0.268124,0.00010000,0.217317,0.883224,0.293620
2,45,50,0.302272,0.284162,0.00010000,0.213891,0.875548,0.375864
2,50,50,0.298277,0.272128,0.00010000,0.223510,0.881031,0.320452
3,5,50,0.259977,0.232165,0.00005050,0.287618,0.902960,0.466118
3,10,50,0.262587,0.262779,0.00005050,0.233903,0.888158,0.330091
3,15,50,0.258530,0.234183,0.00005050,0.246151,0.901864,0.362105
3,20,50,0.255707,0.248199,0.00005050,0.220790,0.889803,0.334958
3,25,50,0.253681,0.246044,0.00005050,0.235007,0.886513,0.302532
3,30,50,0.252827,0.270172,0.00005050,0.263215,0.881031,0.316094
3,35,50,0.251584,0.220744,0.00005050,0.329391,0.906798,0.413876
3,40,50,0.251315,0.246517,0.00005050,0.249113,0.895833,0.381991
3,45,50,0.250712,0.225691,0.00005050,0.336774,0.904057,0.477259
3,50,50,0.250918,0.272437,0.00005050,0.315958,0.882675,0.433947
