epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.646494,0.386082,0.143636,0.073466,0.686327,0.852737,0.134203,0.063295,270.83
2,0.298277,0.265926,0.185345,0.227477,0.874002,0.884597,0.367285,0.185646,243.4
3,0.250918,0.253224,0.28773,0.278335,0.891086,0.890211,0.455299,0.229819,245.73
