epoch,batch,n_batches,running_loss
1,50,7434,0.661797
1,100,7434,0.557296
1,150,7434,0.511148
1,200,7434,0.484994
1,250,7434,0.469397
1,300,7434,0.457293
1,350,7434,0.448933
1,400,7434,0.441919
1,450,7434,0.435846
1,500,7434,0.431361
1,550,7434,0.427462
1,600,7434,0.424107
1,650,7434,0.421181
1,700,7434,0.418397
1,750,7434,0.415991
1,800,7434,0.413919
1,850,7434,0.411578
1,900,7434,0.410043
1,950,7434,0.408696
1,1000,7434,0.406994
1,1050,7434,0.405738
1,1100,7434,0.404457
1,1150,7434,0.403360
1,1200,7434,0.402073
1,1250,7434,0.401065
1,1300,7434,0.400003
1,1350,7434,0.398968
1,1400,7434,0.398024
1,1450,7434,0.397106
1,1500,7434,0.396171
1,1550,7434,0.395041
1,1600,7434,0.394333
1,1650,7434,0.393536
1,1700,7434,0.392603
1,1750,7434,0.391787
1,1800,7434,0.391083
1,1850,7434,0.390496
1,1900,7434,0.389808
1,1950,7434,0.389163
1,2000,7434,0.388570
1,2050,7434,0.388014
1,2100,7434,0.387529
1,2150,7434,0.387003
1,2200,7434,0.386568
1,2250,7434,0.386129
1,2300,7434,0.385684
1,2350,7434,0.385385
1,2400,7434,0.384987
1,2450,7434,0.384523
1,2500,7434,0.384075
1,2550,7434,0.383730
1,2600,7434,0.383405
1,2650,7434,0.382979
1,2700,7434,0.382744
1,2750,7434,0.382405
1,2800,7434,0.381895
1,2850,7434,0.381477
1,2900,7434,0.381184
1,2950,7434,0.380812
1,3000,7434,0.380498
1,3050,7434,0.380099
1,3100,7434,0.379850
1,3150,7434,0.379593
1,3200,7434,0.379288
1,3250,7434,0.378839
1,3300,7434,0.378463
1,3350,7434,0.378117
1,3400,7434,0.377816
1,3450,7434,0.377535
1,3500,7434,0.377248
1,3550,7434,0.376949
1,3600,7434,0.376705
1,3650,7434,0.376540
1,3700,7434,0.376240
1,3750,7434,0.376064
1,3800,7434,0.375726
1,3850,7434,0.375525
1,3900,7434,0.375223
1,3950,7434,0.375024
1,4000,7434,0.374880
1,4050,7434,0.374571
1,4100,7434,0.374292
1,4150,7434,0.374098
1,4200,7434,0.373968
1,4250,7434,0.373663
1,4300,7434,0.373441
1,4350,7434,0.373239
1,4400,7434,0.373033
1,4450,7434,0.372821
1,4500,7434,0.372566
1,4550,7434,0.372327
1,4600,7434,0.372098
1,4650,7434,0.371905
1,4700,7434,0.371716
1,4750,7434,0.371543
1,4800,7434,0.371406
1,4850,7434,0.371164
1,4900,7434,0.371031
1,4950,7434,0.370801
1,5000,7434,0.370639
1,5050,7434,0.370446
1,5100,7434,0.370231
1,5150,7434,0.370043
1,5200,7434,0.369867
1,5250,7434,0.369608
1,5300,7434,0.369479
1,5350,7434,0.369364
1,5400,7434,0.369213
1,5450,7434,0.369026
1,5500,7434,0.368832
1,5550,7434,0.368758
1,5600,7434,0.368622
1,5650,7434,0.368449
1,5700,7434,0.368277
1,5750,7434,0.368153
1,5800,7434,0.367955
1,5850,7434,0.367752
1,5900,7434,0.367564
1,5950,7434,0.367433
1,6000,7434,0.367260
1,6050,7434,0.367112
1,6100,7434,0.366949
1,6150,7434,0.366797
1,6200,7434,0.366694
1,6250,7434,0.366542
1,6300,7434,0.366390
1,6350,7434,0.366238
1,6400,7434,0.366101
1,6450,7434,0.365960
1,6500,7434,0.365860
1,6550,7434,0.365671
1,6600,7434,0.365494
1,6650,7434,0.365354
1,6700,7434,0.365213
1,6750,7434,0.365055
1,6800,7434,0.364927
1,6850,7434,0.364798
1,6900,7434,0.364678
1,6950,7434,0.364559
1,7000,7434,0.364408
1,7050,7434,0.364262
1,7100,7434,0.364155
1,7150,7434,0.364041
1,7200,7434,0.363937
1,7250,7434,0.363833
1,7300,7434,0.363697
1,7350,7434,0.363532
1,7400,7434,0.363439
2,50,7434,0.345280
2,100,7434,0.346041
2,150,7434,0.346920
2,200,7434,0.346407
2,250,7434,0.347692
2,300,7434,0.346870
2,350,7434,0.346236
2,400,7434,0.346199
2,450,7434,0.346065
2,500,7434,0.345923
2,550,7434,0.345532
2,600,7434,0.344983
2,650,7434,0.344978
2,700,7434,0.345174
2,750,7434,0.344996
2,800,7434,0.344302
2,850,7434,0.344077
2,900,7434,0.343867
2,950,7434,0.343714
2,1000,7434,0.343658
2,1050,7434,0.343542
2,1100,7434,0.343296
2,1150,7434,0.343203
2,1200,7434,0.343239
2,1250,7434,0.342761
2,1300,7434,0.342414
2,1350,7434,0.342435
2,1400,7434,0.342379
2,1450,7434,0.342231
