epoch,batch,n_batches,running_loss,batch_loss,lr
2,2350,7434,0.340402,0.338795,0.00005500
2,2400,7434,0.340295,0.318960,0.00005500
2,2450,7434,0.340154,0.336885,0.00005500
2,2500,7434,0.340010,0.322891,0.00005500
2,2550,7434,0.339904,0.322074,0.00005500
2,2600,7434,0.339568,0.318530,0.00005500
2,2650,7434,0.339627,0.335982,0.00005500
2,2700,7434,0.339498,0.400860,0.00005500
2,2750,7434,0.339349,0.348819,0.00005500
2,2800,7434,0.339262,0.310994,0.00005500
2,2850,7434,0.339170,0.302630,0.00005500
2,2900,7434,0.338990,0.384913,0.00005500
2,2950,7434,0.338866,0.306622,0.00005500
2,3000,7434,0.338677,0.293559,0.00005500
2,3050,7434,0.338472,0.356773,0.00005500
2,3100,7434,0.338381,0.365889,0.00005500
2,3150,7434,0.338279,0.322453,0.00005500
2,3200,7434,0.338162,0.329236,0.00005500
2,3250,7434,0.338082,0.301865,0.00005500
2,3300,7434,0.337955,0.321652,0.00005500
2,3350,7434,0.337815,0.313526,0.00005500
2,3400,7434,0.337652,0.283092,0.00005500
2,3450,7434,0.337562,0.353493,0.00005500
2,3500,7434,0.337577,0.315444,0.00005500
2,3550,7434,0.337522,0.307842,0.00005500
2,3600,7434,0.337446,0.296732,0.00005500
2,3650,7434,0.337301,0.304988,0.00005500
2,3700,7434,0.337162,0.290010,0.00005500
2,3750,7434,0.337014,0.322051,0.00005500
2,3800,7434,0.336958,0.312025,0.00005500
2,3850,7434,0.336900,0.334331,0.00005500
2,3900,7434,0.336733,0.305919,0.00005500
2,3950,7434,0.336706,0.321277,0.00005500
2,4000,7434,0.336604,0.303833,0.00005500
2,4050,7434,0.336466,0.349711,0.00005500
2,4100,7434,0.336347,0.313701,0.00005500
2,4150,7434,0.336193,0.318642,0.00005500
2,4200,7434,0.336107,0.332638,0.00005500
2,4250,7434,0.335938,0.314932,0.00005500
2,4300,7434,0.335827,0.325950,0.00005500
2,4350,7434,0.335694,0.331308,0.00005500
2,4400,7434,0.335649,0.329069,0.00005500
2,4450,7434,0.335659,0.342384,0.00005500
2,4500,7434,0.335508,0.338088,0.00005500
2,4550,7434,0.335471,0.313562,0.00005500
2,4600,7434,0.335433,0.296361,0.00005500
2,4650,7434,0.335391,0.290007,0.00005500
2,4700,7434,0.335313,0.326818,0.00005500
2,4750,7434,0.335217,0.356290,0.00005500
2,4800,7434,0.335138,0.357478,0.00005500
2,4850,7434,0.335074,0.412260,0.00005500
2,4900,7434,0.335003,0.305495,0.00005500
2,4950,7434,0.334890,0.316048,0.00005500
2,5000,7434,0.334826,0.334550,0.00005500
2,5050,7434,0.334773,0.329552,0.00005500
2,5100,7434,0.334662,0.316006,0.00005500
2,5150,7434,0.334589,0.331399,0.00005500
2,5200,7434,0.334469,0.329880,0.00005500
2,5250,7434,0.334381,0.293617,0.00005500
2,5300,7434,0.334309,0.325570,0.00005500
2,5350,7434,0.334219,0.368066,0.00005500
2,5400,7434,0.334171,0.299818,0.00005500
2,5450,7434,0.334032,0.279081,0.00005500
2,5500,7434,0.333959,0.307481,0.00005500
2,5550,7434,0.333894,0.287428,0.00005500
2,5600,7434,0.333753,0.293318,0.00005500
2,5650,7434,0.333692,0.312726,0.00005500
2,5700,7434,0.333598,0.321880,0.00005500
2,5750,7434,0.333569,0.294044,0.00005500
2,5800,7434,0.333471,0.333514,0.00005500
2,5850,7434,0.333423,0.293487,0.00005500
2,5900,7434,0.333318,0.346547,0.00005500
2,5950,7434,0.333238,0.343928,0.00005500
2,6000,7434,0.333126,0.291314,0.00005500
2,6050,7434,0.333048,0.296919,0.00005500
2,6100,7434,0.332914,0.316650,0.00005500
2,6150,7434,0.332845,0.299498,0.00005500
2,6200,7434,0.332747,0.290500,0.00005500
2,6250,7434,0.332644,0.320417,0.00005500
2,6300,7434,0.332551,0.330021,0.00005500
2,6350,7434,0.332481,0.306607,0.00005500
2,6400,7434,0.332390,0.304351,0.00005500
2,6450,7434,0.332355,0.311352,0.00005500
2,6500,7434,0.332243,0.324369,0.00005500
2,6550,7434,0.332185,0.323458,0.00005500
2,6600,7434,0.332098,0.389804,0.00005500
2,6650,7434,0.332017,0.302446,0.00005500
2,6700,7434,0.331923,0.368703,0.00005500
2,6750,7434,0.331783,0.276375,0.00005500
2,6800,7434,0.331695,0.375584,0.00005500
2,6850,7434,0.331622,0.311824,0.00005500
2,6900,7434,0.331561,0.324482,0.00005500
2,6950,7434,0.331481,0.271255,0.00005500
2,7000,7434,0.331422,0.308484,0.00005500
2,7050,7434,0.331391,0.363401,0.00005500
2,7100,7434,0.331353,0.326665,0.00005500
2,7150,7434,0.331283,0.309110,0.00005500
2,7200,7434,0.331185,0.317830,0.00005500
2,7250,7434,0.331161,0.373248,0.00005500
2,7300,7434,0.331085,0.337355,0.00005500
2,7350,7434,0.331011,0.312478,0.00005500
2,7400,7434,0.330947,0.328685,0.00005500
2,7434,7434,0.330915,0.281055,0.00005500
3,50,7434,0.322015,0.348259,0.00010000
3,100,7434,0.323294,0.333821,0.00010000
3,150,7434,0.322105,0.321020,0.00010000
3,200,7434,0.322167,0.306112,0.00010000
3,250,7434,0.322298,0.348762,0.00010000
3,300,7434,0.321791,0.319409,0.00010000
3,350,7434,0.321747,0.290905,0.00010000
3,400,7434,0.321936,0.323118,0.00010000
3,450,7434,0.321758,0.330710,0.00010000
3,500,7434,0.321950,0.349591,0.00010000
3,550,7434,0.321926,0.310663,0.00010000
3,600,7434,0.321906,0.398919,0.00010000
3,650,7434,0.321590,0.296525,0.00010000
3,700,7434,0.321615,0.305454,0.00010000
3,750,7434,0.321651,0.368845,0.00010000
3,800,7434,0.321468,0.322800,0.00010000
3,850,7434,0.321133,0.371051,0.00010000
3,900,7434,0.320912,0.322019,0.00010000
3,950,7434,0.320758,0.297873,0.00010000
3,1000,7434,0.320600,0.389011,0.00010000
3,1050,7434,0.320566,0.330049,0.00010000
3,1100,7434,0.320531,0.370812,0.00010000
3,1150,7434,0.320596,0.305535,0.00010000
3,1200,7434,0.320352,0.326451,0.00010000
3,1250,7434,0.320559,0.363012,0.00010000
3,1300,7434,0.320515,0.327586,0.00010000
3,1350,7434,0.320453,0.379141,0.00010000
3,1400,7434,0.320166,0.332824,0.00010000
3,1450,7434,0.320079,0.293213,0.00010000
3,1500,7434,0.320115,0.317104,0.00010000
3,1550,7434,0.319839,0.312833,0.00010000
3,1600,7434,0.319900,0.312338,0.00010000
3,1650,7434,0.319691,0.369790,0.00010000
3,1700,7434,0.319868,0.318982,0.00010000
3,1750,7434,0.319587,0.294539,0.00010000
3,1800,7434,0.319747,0.312198,0.00010000
3,1850,7434,0.319779,0.406626,0.00010000
3,1900,7434,0.319672,0.308663,0.00010000
3,1950,7434,0.319533,0.277834,0.00010000
3,2000,7434,0.319425,0.338891,0.00010000
3,2050,7434,0.319257,0.328759,0.00010000
3,2100,7434,0.319261,0.289636,0.00010000
3,2150,7434,0.319129,0.286600,0.00010000
3,2200,7434,0.319031,0.380534,0.00010000
3,2250,7434,0.318944,0.310063,0.00010000
3,2300,7434,0.318845,0.313954,0.00010000
3,2350,7434,0.318706,0.318767,0.00010000
3,2400,7434,0.318759,0.294826,0.00010000
3,2450,7434,0.318725,0.310945,0.00010000
3,2500,7434,0.318607,0.308289,0.00010000
3,2550,7434,0.318569,0.368019,0.00010000
3,2600,7434,0.318461,0.307488,0.00010000
3,2650,7434,0.318411,0.299437,0.00010000
3,2700,7434,0.318431,0.303471,0.00010000
3,2750,7434,0.318451,0.283766,0.00010000
3,2800,7434,0.318403,0.293035,0.00010000
3,2850,7434,0.318287,0.298906,0.00010000
3,2900,7434,0.318151,0.347285,0.00010000
3,2950,7434,0.318191,0.310425,0.00010000
3,3000,7434,0.318226,0.361311,0.00010000
3,3050,7434,0.318262,0.366512,0.00010000
3,3100,7434,0.318141,0.269790,0.00010000
3,3150,7434,0.318190,0.295218,0.00010000
3,3200,7434,0.318149,0.355771,0.00010000
3,3250,7434,0.318123,0.326432,0.00010000
3,3300,7434,0.318097,0.294867,0.00010000
3,3350,7434,0.318026,0.312343,0.00010000
3,3400,7434,0.318025,0.293127,0.00010000
3,3450,7434,0.318064,0.316351,0.00010000
3,3500,7434,0.318055,0.365813,0.00010000
3,3550,7434,0.318110,0.312589,0.00010000
3,3600,7434,0.318063,0.304503,0.00010000
3,3650,7434,0.317990,0.298721,0.00010000
3,3700,7434,0.317884,0.290683,0.00010000
3,3750,7434,0.317917,0.293711,0.00010000
3,3800,7434,0.317873,0.321596,0.00010000
3,3850,7434,0.317889,0.295958,0.00010000
3,3900,7434,0.317830,0.292234,0.00010000
3,3950,7434,0.317883,0.310794,0.00010000
3,4000,7434,0.317810,0.307162,0.00010000
3,4050,7434,0.317855,0.313465,0.00010000
3,4100,7434,0.317796,0.322641,0.00010000
3,4150,7434,0.317765,0.321340,0.00010000
3,4200,7434,0.317695,0.292431,0.00010000
3,4250,7434,0.317645,0.320636,0.00010000
3,4300,7434,0.317561,0.294931,0.00010000
3,4350,7434,0.317564,0.301019,0.00010000
3,4400,7434,0.317547,0.320241,0.00010000
3,4450,7434,0.317524,0.269933,0.00010000
3,4500,7434,0.317429,0.289590,0.00010000
3,4550,7434,0.317384,0.342497,0.00010000
3,4600,7434,0.317369,0.311817,0.00010000
3,4650,7434,0.317316,0.307268,0.00010000
3,4700,7434,0.317266,0.293618,0.00010000
3,4750,7434,0.317181,0.333705,0.00010000
3,4800,7434,0.317164,0.284983,0.00010000
3,4850,7434,0.317048,0.285747,0.00010000
3,4900,7434,0.317012,0.314063,0.00010000
3,4950,7434,0.316957,0.305888,0.00010000
3,5000,7434,0.316982,0.306169,0.00010000
3,5050,7434,0.316929,0.396059,0.00010000
3,5100,7434,0.316903,0.302543,0.00010000
3,5150,7434,0.316872,0.308251,0.00010000
3,5200,7434,0.316759,0.285796,0.00010000
3,5250,7434,0.316728,0.380929,0.00010000
3,5300,7434,0.316659,0.298048,0.00010000
3,5350,7434,0.316636,0.307857,0.00010000
3,5400,7434,0.316611,0.292451,0.00010000
3,5450,7434,0.316622,0.350042,0.00010000
3,5500,7434,0.316604,0.312063,0.00010000
3,5550,7434,0.316544,0.293744,0.00010000
3,5600,7434,0.316494,0.304717,0.00010000
3,5650,7434,0.316461,0.307962,0.00010000
3,5700,7434,0.316506,0.341495,0.00010000
3,5750,7434,0.316435,0.300020,0.00010000
3,5800,7434,0.316364,0.305074,0.00010000
3,5850,7434,0.316317,0.415063,0.00010000
3,5900,7434,0.316305,0.353639,0.00010000
3,5950,7434,0.316230,0.337444,0.00010000
3,6000,7434,0.316218,0.265815,0.00010000
3,6050,7434,0.316152,0.306370,0.00010000
3,6100,7434,0.316127,0.318040,0.00010000
3,6150,7434,0.316058,0.291782,0.00010000
3,6200,7434,0.316070,0.316524,0.00010000
3,6250,7434,0.315953,0.301113,0.00010000
3,6300,7434,0.315883,0.277726,0.00010000
3,6350,7434,0.315797,0.285756,0.00010000
3,6400,7434,0.315823,0.309467,0.00010000
3,6450,7434,0.315794,0.295652,0.00010000
3,6500,7434,0.315779,0.317051,0.00010000
3,6550,7434,0.315740,0.289689,0.00010000
3,6600,7434,0.315703,0.289348,0.00010000
3,6650,7434,0.315662,0.297969,0.00010000
3,6700,7434,0.315597,0.326154,0.00010000
3,6750,7434,0.315572,0.316609,0.00010000
3,6800,7434,0.315483,0.296052,0.00010000
3,6850,7434,0.315425,0.302911,0.00010000
3,6900,7434,0.315402,0.312931,0.00010000
3,6950,7434,0.315331,0.298762,0.00010000
3,7000,7434,0.315319,0.300617,0.00010000
3,7050,7434,0.315257,0.293055,0.00010000
3,7100,7434,0.315229,0.299373,0.00010000
3,7150,7434,0.315169,0.324307,0.00010000
3,7200,7434,0.315178,0.339022,0.00010000
3,7250,7434,0.315152,0.302451,0.00010000
3,7300,7434,0.315090,0.303501,0.00010000
3,7350,7434,0.315107,0.296649,0.00010000
3,7400,7434,0.315038,0.301808,0.00010000
3,7434,7434,0.315000,0.373904,0.00010000
4,50,7434,0.308060,0.282977,0.00007525
4,100,7434,0.306387,0.274046,0.00007525
4,150,7434,0.308832,0.306064,0.00007525
4,200,7434,0.308711,0.305684,0.00007525
4,250,7434,0.308572,0.353175,0.00007525
4,300,7434,0.308388,0.291785,0.00007525
4,350,7434,0.308094,0.313496,0.00007525
4,400,7434,0.308092,0.303001,0.00007525
4,450,7434,0.307713,0.286844,0.00007525
4,500,7434,0.308132,0.305816,0.00007525
4,550,7434,0.309113,0.316497,0.00007525
4,600,7434,0.309459,0.296311,0.00007525
4,650,7434,0.308859,0.322069,0.00007525
4,700,7434,0.309005,0.305037,0.00007525
4,750,7434,0.308526,0.302961,0.00007525
4,800,7434,0.308694,0.295558,0.00007525
4,850,7434,0.308403,0.309479,0.00007525
4,900,7434,0.308142,0.281113,0.00007525
4,950,7434,0.307914,0.283030,0.00007525
4,1000,7434,0.307841,0.415999,0.00007525
4,1050,7434,0.307759,0.300218,0.00007525
4,1100,7434,0.307704,0.286320,0.00007525
4,1150,7434,0.307711,0.304222,0.00007525
4,1200,7434,0.307852,0.327041,0.00007525
4,1250,7434,0.307954,0.276685,0.00007525
4,1300,7434,0.307788,0.317938,0.00007525
4,1350,7434,0.307809,0.288812,0.00007525
4,1400,7434,0.307733,0.299525,0.00007525
4,1450,7434,0.307758,0.386987,0.00007525
4,1500,7434,0.307734,0.356245,0.00007525
4,1550,7434,0.307740,0.305710,0.00007525
4,1600,7434,0.307513,0.259724,0.00007525
4,1650,7434,0.307626,0.296892,0.00007525
4,1700,7434,0.307566,0.383957,0.00007525
4,1750,7434,0.307406,0.288775,0.00007525
4,1800,7434,0.307466,0.301248,0.00007525
4,1850,7434,0.307508,0.302445,0.00007525
4,1900,7434,0.307534,0.301941,0.00007525
4,1950,7434,0.307449,0.284337,0.00007525
4,2000,7434,0.307374,0.315334,0.00007525
4,2050,7434,0.307447,0.362112,0.00007525
4,2100,7434,0.307381,0.306593,0.00007525
4,2150,7434,0.307316,0.297258,0.00007525
4,2200,7434,0.307254,0.289284,0.00007525
4,2250,7434,0.307235,0.304902,0.00007525
4,2300,7434,0.307247,0.288927,0.00007525
4,2350,7434,0.307185,0.285327,0.00007525
4,2400,7434,0.307287,0.375098,0.00007525
4,2450,7434,0.307094,0.280367,0.00007525
4,2500,7434,0.307135,0.305041,0.00007525
4,2550,7434,0.307271,0.308950,0.00007525
4,2600,7434,0.307277,0.288306,0.00007525
4,2650,7434,0.307348,0.290076,0.00007525
4,2700,7434,0.307391,0.287473,0.00007525
4,2750,7434,0.307417,0.292799,0.00007525
4,2800,7434,0.307490,0.287285,0.00007525
4,2850,7434,0.307428,0.304101,0.00007525
4,2900,7434,0.307385,0.360237,0.00007525
4,2950,7434,0.307474,0.295875,0.00007525
4,3000,7434,0.307505,0.285374,0.00007525
4,3050,7434,0.307440,0.284710,0.00007525
4,3100,7434,0.307482,0.318831,0.00007525
4,3150,7434,0.307499,0.328594,0.00007525
4,3200,7434,0.307585,0.299731,0.00007525
4,3250,7434,0.307523,0.301216,0.00007525
4,3300,7434,0.307562,0.363517,0.00007525
4,3350,7434,0.307605,0.288846,0.00007525
4,3400,7434,0.307491,0.310537,0.00007525
4,3450,7434,0.307422,0.295995,0.00007525
4,3500,7434,0.307412,0.286646,0.00007525
4,3550,7434,0.307324,0.294991,0.00007525
4,3600,7434,0.307342,0.407636,0.00007525
4,3650,7434,0.307225,0.343142,0.00007525
4,3700,7434,0.307252,0.308528,0.00007525
4,3750,7434,0.307283,0.291593,0.00007525
4,3800,7434,0.307204,0.295291,0.00007525
4,3850,7434,0.307222,0.281771,0.00007525
4,3900,7434,0.307242,0.282795,0.00007525
4,3950,7434,0.307249,0.302726,0.00007525
4,4000,7434,0.307272,0.279670,0.00007525
4,4050,7434,0.307208,0.293688,0.00007525
4,4100,7434,0.307221,0.297149,0.00007525
4,4150,7434,0.307175,0.393777,0.00007525
4,4200,7434,0.307229,0.300149,0.00007525
4,4250,7434,0.307133,0.281940,0.00007525
4,4300,7434,0.307143,0.297007,0.00007525
4,4350,7434,0.307112,0.334710,0.00007525
4,4400,7434,0.307132,0.390575,0.00007525
4,4450,7434,0.307075,0.400378,0.00007525
4,4500,7434,0.306980,0.287484,0.00007525
4,4550,7434,0.306976,0.281815,0.00007525
4,4600,7434,0.306989,0.314019,0.00007525
4,4650,7434,0.306992,0.295358,0.00007525
4,4700,7434,0.306980,0.275264,0.00007525
4,4750,7434,0.307034,0.273888,0.00007525
4,4800,7434,0.307055,0.292218,0.00007525
4,4850,7434,0.306972,0.300097,0.00007525
4,4900,7434,0.306904,0.295104,0.00007525
4,4950,7434,0.306925,0.323285,0.00007525
4,5000,7434,0.306870,0.270445,0.00007525
4,5050,7434,0.306934,0.328927,0.00007525
4,5100,7434,0.306954,0.310398,0.00007525
4,5150,7434,0.306971,0.295002,0.00007525
4,5200,7434,0.306946,0.307679,0.00007525
4,5250,7434,0.306909,0.285605,0.00007525
4,5300,7434,0.306942,0.273175,0.00007525
4,5350,7434,0.306952,0.300337,0.00007525
4,5400,7434,0.306919,0.288279,0.00007525
4,5450,7434,0.306930,0.332811,0.00007525
4,5500,7434,0.306953,0.325213,0.00007525
4,5550,7434,0.306926,0.272758,0.00007525
4,5600,7434,0.306932,0.287461,0.00007525
4,5650,7434,0.306870,0.310994,0.00007525
4,5700,7434,0.306872,0.380727,0.00007525
4,5750,7434,0.306896,0.285053,0.00007525
4,5800,7434,0.306914,0.304638,0.00007525
4,5850,7434,0.306896,0.367282,0.00007525
4,5900,7434,0.306836,0.290138,0.00007525
4,5950,7434,0.306758,0.264895,0.00007525
4,6000,7434,0.306714,0.275897,0.00007525
4,6050,7434,0.306778,0.282667,0.00007525
4,6100,7434,0.306751,0.291981,0.00007525
4,6150,7434,0.306749,0.387724,0.00007525
4,6200,7434,0.306765,0.362331,0.00007525
4,6250,7434,0.306766,0.358558,0.00007525
4,6300,7434,0.306778,0.351632,0.00007525
4,6350,7434,0.306741,0.283401,0.00007525
4,6400,7434,0.306705,0.264791,0.00007525
4,6450,7434,0.306727,0.328109,0.00007525
4,6500,7434,0.306694,0.301082,0.00007525
4,6550,7434,0.306702,0.305626,0.00007525
4,6600,7434,0.306659,0.334433,0.00007525
4,6650,7434,0.306641,0.304127,0.00007525
4,6700,7434,0.306620,0.306106,0.00007525
4,6750,7434,0.306551,0.285457,0.00007525
4,6800,7434,0.306568,0.297922,0.00007525
4,6850,7434,0.306499,0.344132,0.00007525
