epoch,batch,n_batches,running_loss,batch_loss,lr
4,6900,7434,0.306452,0.308338,0.00007525
4,6950,7434,0.306428,0.293340,0.00007525
4,7000,7434,0.306396,0.305865,0.00007525
4,7050,7434,0.306374,0.374877,0.00007525
4,7100,7434,0.306364,0.308255,0.00007525
4,7150,7434,0.306320,0.296188,0.00007525
4,7200,7434,0.306339,0.294565,0.00007525
4,7250,7434,0.306294,0.294883,0.00007525
4,7300,7434,0.306293,0.304248,0.00007525
4,7350,7434,0.306300,0.373616,0.00007525
4,7400,7434,0.306262,0.298337,0.00007525
4,7434,7434,0.306210,0.338809,0.00007525
5,50,7434,0.301755,0.285277,0.00002575
5,100,7434,0.301657,0.287465,0.00002575
5,150,7434,0.302699,0.310529,0.00002575
5,200,7434,0.299855,0.295206,0.00002575
5,250,7434,0.299764,0.305763,0.00002575
5,300,7434,0.299969,0.307636,0.00002575
5,350,7434,0.300018,0.279853,0.00002575
5,400,7434,0.300509,0.302611,0.00002575
5,450,7434,0.300804,0.358111,0.00002575
5,500,7434,0.300277,0.276013,0.00002575
5,550,7434,0.300464,0.290074,0.00002575
5,600,7434,0.300090,0.309374,0.00002575
5,650,7434,0.301095,0.287964,0.00002575
5,700,7434,0.301479,0.332242,0.00002575
5,750,7434,0.301220,0.277552,0.00002575
5,800,7434,0.301648,0.359446,0.00002575
5,850,7434,0.301582,0.297582,0.00002575
5,900,7434,0.301463,0.290389,0.00002575
5,950,7434,0.301290,0.306949,0.00002575
5,1000,7434,0.301351,0.292555,0.00002575
5,1050,7434,0.301220,0.297458,0.00002575
5,1100,7434,0.301448,0.288178,0.00002575
5,1150,7434,0.301719,0.290176,0.00002575
5,1200,7434,0.301772,0.268155,0.00002575
5,1250,7434,0.301938,0.411284,0.00002575
5,1300,7434,0.301780,0.276761,0.00002575
5,1350,7434,0.301758,0.295596,0.00002575
5,1400,7434,0.301802,0.287909,0.00002575
5,1450,7434,0.301595,0.283545,0.00002575
5,1500,7434,0.301514,0.387182,0.00002575
5,1550,7434,0.301488,0.288921,0.00002575
5,1600,7434,0.301593,0.371145,0.00002575
5,1650,7434,0.301601,0.298557,0.00002575
5,1700,7434,0.301573,0.279131,0.00002575
5,1750,7434,0.301490,0.329133,0.00002575
5,1800,7434,0.301830,0.269944,0.00002575
5,1850,7434,0.301818,0.314509,0.00002575
5,1900,7434,0.301757,0.305141,0.00002575
5,1950,7434,0.301787,0.286730,0.00002575
5,2000,7434,0.301624,0.296656,0.00002575
5,2050,7434,0.301764,0.285474,0.00002575
5,2100,7434,0.301858,0.283691,0.00002575
5,2150,7434,0.301810,0.254342,0.00002575
5,2200,7434,0.301884,0.278727,0.00002575
5,2250,7434,0.301713,0.290236,0.00002575
5,2300,7434,0.301667,0.262703,0.00002575
5,2350,7434,0.301471,0.293389,0.00002575
5,2400,7434,0.301445,0.308574,0.00002575
5,2450,7434,0.301475,0.323957,0.00002575
5,2500,7434,0.301527,0.344111,0.00002575
5,2550,7434,0.301392,0.374229,0.00002575
5,2600,7434,0.301370,0.330589,0.00002575
5,2650,7434,0.301291,0.277730,0.00002575
5,2700,7434,0.301162,0.287300,0.00002575
5,2750,7434,0.301144,0.285389,0.00002575
5,2800,7434,0.301167,0.374233,0.00002575
5,2850,7434,0.301247,0.371036,0.00002575
5,2900,7434,0.301287,0.292981,0.00002575
5,2950,7434,0.301241,0.291954,0.00002575
5,3000,7434,0.301332,0.297040,0.00002575
5,3050,7434,0.301251,0.263745,0.00002575
5,3100,7434,0.301167,0.316387,0.00002575
5,3150,7434,0.301121,0.281698,0.00002575
5,3200,7434,0.301087,0.284567,0.00002575
5,3250,7434,0.301080,0.344180,0.00002575
5,3300,7434,0.301120,0.290017,0.00002575
5,3350,7434,0.301090,0.326250,0.00002575
5,3400,7434,0.301089,0.314392,0.00002575
5,3450,7434,0.301184,0.281172,0.00002575
5,3500,7434,0.301170,0.349233,0.00002575
5,3550,7434,0.301187,0.365447,0.00002575
5,3600,7434,0.301174,0.316157,0.00002575
5,3650,7434,0.301261,0.309202,0.00002575
5,3700,7434,0.301314,0.279618,0.00002575
5,3750,7434,0.301242,0.296518,0.00002575
5,3800,7434,0.301251,0.366241,0.00002575
5,3850,7434,0.301254,0.288298,0.00002575
5,3900,7434,0.301230,0.267369,0.00002575
5,3950,7434,0.301227,0.347921,0.00002575
5,4000,7434,0.301250,0.276432,0.00002575
5,4050,7434,0.301247,0.294353,0.00002575
5,4100,7434,0.301206,0.298188,0.00002575
5,4150,7434,0.301166,0.273295,0.00002575
5,4200,7434,0.301113,0.285096,0.00002575
5,4250,7434,0.301078,0.268841,0.00002575
5,4300,7434,0.301134,0.288953,0.00002575
5,4350,7434,0.301088,0.285192,0.00002575
5,4400,7434,0.301084,0.302388,0.00002575
5,4450,7434,0.301050,0.285010,0.00002575
5,4500,7434,0.301062,0.269809,0.00002575
5,4550,7434,0.300972,0.304024,0.00002575
5,4600,7434,0.301020,0.273816,0.00002575
5,4650,7434,0.301041,0.309961,0.00002575
5,4700,7434,0.301091,0.293674,0.00002575
5,4750,7434,0.301047,0.291745,0.00002575
5,4800,7434,0.301016,0.296885,0.00002575
5,4850,7434,0.301056,0.296345,0.00002575
5,4900,7434,0.301041,0.288874,0.00002575
5,4950,7434,0.300988,0.288733,0.00002575
5,5000,7434,0.300985,0.310311,0.00002575
5,5050,7434,0.300999,0.287221,0.00002575
5,5100,7434,0.301026,0.293236,0.00002575
5,5150,7434,0.300977,0.282195,0.00002575
5,5200,7434,0.300996,0.252274,0.00002575
5,5250,7434,0.300994,0.282416,0.00002575
5,5300,7434,0.300979,0.296306,0.00002575
5,5350,7434,0.300986,0.265321,0.00002575
5,5400,7434,0.300974,0.326744,0.00002575
5,5450,7434,0.300940,0.306806,0.00002575
5,5500,7434,0.300916,0.307068,0.00002575
5,5550,7434,0.300962,0.377758,0.00002575
5,5600,7434,0.300987,0.345500,0.00002575
5,5650,7434,0.301049,0.380667,0.00002575
5,5700,7434,0.301091,0.303713,0.00002575
5,5750,7434,0.301112,0.297144,0.00002575
5,5800,7434,0.301077,0.270169,0.00002575
5,5850,7434,0.301126,0.318386,0.00002575
5,5900,7434,0.301099,0.287926,0.00002575
5,5950,7434,0.301101,0.308769,0.00002575
5,6000,7434,0.301093,0.277253,0.00002575
5,6050,7434,0.301041,0.281149,0.00002575
5,6100,7434,0.301031,0.336413,0.00002575
5,6150,7434,0.301088,0.306099,0.00002575
5,6200,7434,0.301146,0.286413,0.00002575
5,6250,7434,0.301175,0.276531,0.00002575
5,6300,7434,0.301202,0.288852,0.00002575
5,6350,7434,0.301234,0.325640,0.00002575
5,6400,7434,0.301213,0.306476,0.00002575
5,6450,7434,0.301168,0.301436,0.00002575
5,6500,7434,0.301140,0.282204,0.00002575
5,6550,7434,0.301126,0.373989,0.00002575
5,6600,7434,0.301112,0.295493,0.00002575
5,6650,7434,0.301123,0.271631,0.00002575
5,6700,7434,0.301116,0.274185,0.00002575
5,6750,7434,0.301093,0.293096,0.00002575
5,6800,7434,0.301067,0.289260,0.00002575
5,6850,7434,0.301067,0.302220,0.00002575
5,6900,7434,0.301034,0.279240,0.00002575
5,6950,7434,0.301073,0.352453,0.00002575
5,7000,7434,0.301082,0.278107,0.00002575
5,7050,7434,0.301080,0.335333,0.00002575
5,7100,7434,0.301153,0.298935,0.00002575
5,7150,7434,0.301171,0.336381,0.00002575
5,7200,7434,0.301167,0.375781,0.00002575
5,7250,7434,0.301194,0.394287,0.00002575
5,7300,7434,0.301199,0.363372,0.00002575
5,7350,7434,0.301173,0.262025,0.00002575
5,7400,7434,0.301148,0.276108,0.00002575
5,7434,7434,0.301111,0.271354,0.00002575
