epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.264417,0.106718,0.146144,0.065998,0.618862,0.842351,0.133792,0.048871,23.98
2,0.086367,0.075889,0.163088,0.147621,0.856867,0.870351,0.381181,0.118814,12.05
3,0.074447,0.07258,0.219335,0.214105,0.878859,0.879088,0.373071,0.175229,11.48
4,0.071262,0.070503,0.238021,0.227583,0.884474,0.881123,0.451309,0.187528,11.62
