epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.363392,0.242814,0.321764,0.390509,0.896554,0.908972,0.554822,0.338845,742.94
2,0.334091,0.214112,0.433207,0.487603,0.9177,0.921146,0.68492,0.434936,723.07
3,0.321352,0.202678,0.504562,0.562242,0.926591,0.927156,0.690711,0.50981,673.36
4,0.313485,0.19572,0.558378,0.590063,0.931721,0.930263,0.707111,0.535358,660.11
