epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.362631,0.239814,0.323886,0.397149,0.897223,0.90841,0.599477,0.35337,748.16
2,0.330915,0.213855,0.468347,0.512452,0.919804,0.920984,0.707443,0.449289,737.08
3,0.315,0.195681,0.556783,0.582504,0.930397,0.930504,0.718965,0.517148,672.94
4,0.30621,0.188395,0.601861,0.624231,0.936201,0.933035,0.695472,0.578446,667.42
5,0.301111,0.183718,0.630605,0.629237,0.939811,0.935428,0.72792,0.577609,666.03
