epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.363044,0.242185,0.321136,0.401419,0.896565,0.908278,0.532152,0.357246,697.31
2,0.33503,0.216379,0.432889,0.482533,0.916876,0.919815,0.68526,0.433062,695.06
3,0.321976,0.203061,0.502551,0.533799,0.925674,0.926056,0.708255,0.471498,702.51
4,0.314329,0.195314,0.551374,0.58679,0.930843,0.929641,0.704818,0.525639,696.59
5,0.308872,0.189445,0.584962,0.589727,0.934487,0.931606,0.71703,0.531883,668.87
