epoch,batch,n_batches,running_loss
1,50,7434,0.620130
1,100,7434,0.487474
1,150,7434,0.430886
1,200,7434,0.400054
1,250,7434,0.379493
1,300,7434,0.365376
1,350,7434,0.354242
1,400,7434,0.344680
1,450,7434,0.336948
1,500,7434,0.330467
1,550,7434,0.325080
1,600,7434,0.320325
1,650,7434,0.316029
1,700,7434,0.311814
1,750,7434,0.308500
1,800,7434,0.304760
1,850,7434,0.302213
1,900,7434,0.299616
1,950,7434,0.296957
1,1000,7434,0.294878
1,1050,7434,0.292807
1,1100,7434,0.290718
1,1150,7434,0.288805
1,1200,7434,0.287101
1,1250,7434,0.285047
1,1300,7434,0.283465
1,1350,7434,0.281868
1,1400,7434,0.280446
1,1450,7434,0.278915
1,1500,7434,0.277471
1,1550,7434,0.276362
1,1600,7434,0.275193
1,1650,7434,0.274112
1,1700,7434,0.273188
1,1750,7434,0.272102
1,1800,7434,0.271079
1,1850,7434,0.269857
1,1900,7434,0.268866
1,1950,7434,0.267928
1,2000,7434,0.266922
1,2050,7434,0.265988
1,2100,7434,0.265051
1,2150,7434,0.264362
1,2200,7434,0.263654
1,2250,7434,0.262861
1,2300,7434,0.262210
1,2350,7434,0.261511
1,2400,7434,0.260702
1,2450,7434,0.260105
1,2500,7434,0.259547
1,2550,7434,0.258815
1,2600,7434,0.258185
1,2650,7434,0.257550
1,2700,7434,0.257005
1,2750,7434,0.256461
1,2800,7434,0.255799
1,2850,7434,0.255228
1,2900,7434,0.254688
1,2950,7434,0.254138
1,3000,7434,0.253657
1,3050,7434,0.253166
1,3100,7434,0.252623
1,3150,7434,0.252160
1,3200,7434,0.251639
1,3250,7434,0.251194
1,3300,7434,0.250710
1,3350,7434,0.250269
1,3400,7434,0.249782
1,3450,7434,0.249316
1,3500,7434,0.248848
1,3550,7434,0.248454
1,3600,7434,0.248085
1,3650,7434,0.247678
1,3700,7434,0.247262
1,3750,7434,0.246899
1,3800,7434,0.246540
1,3850,7434,0.246120
1,3900,7434,0.245660
1,3950,7434,0.245244
1,4000,7434,0.244837
1,4050,7434,0.244421
1,4100,7434,0.244110
1,4150,7434,0.243838
1,4200,7434,0.243462
1,4250,7434,0.243161
1,4300,7434,0.242791
1,4350,7434,0.242430
1,4400,7434,0.242039
1,4450,7434,0.241636
1,4500,7434,0.241311
1,4550,7434,0.240993
1,4600,7434,0.240687
1,4650,7434,0.240384
1,4700,7434,0.240061
1,4750,7434,0.239739
1,4800,7434,0.239401
1,4850,7434,0.239058
1,4900,7434,0.238765
1,4950,7434,0.238529
1,5000,7434,0.238264
1,5050,7434,0.237976
1,5100,7434,0.237643
1,5150,7434,0.237311
1,5200,7434,0.237008
1,5250,7434,0.236731
1,5300,7434,0.236467
1,5350,7434,0.236136
1,5400,7434,0.235838
1,5450,7434,0.235576
1,5500,7434,0.235279
1,5550,7434,0.235028
1,5600,7434,0.234775
1,5650,7434,0.234519
1,5700,7434,0.234237
1,5750,7434,0.234012
1,5800,7434,0.233737
1,5850,7434,0.233443
1,5900,7434,0.233187
1,5950,7434,0.232986
1,6000,7434,0.232722
1,6050,7434,0.232469
1,6100,7434,0.232319
1,6150,7434,0.232071
1,6200,7434,0.231786
1,6250,7434,0.231535
1,6300,7434,0.231302
1,6350,7434,0.231034
1,6400,7434,0.230820
1,6450,7434,0.230598
1,6500,7434,0.230377
1,6550,7434,0.230155
1,6600,7434,0.229927
1,6650,7434,0.229682
1,6700,7434,0.229458
1,6750,7434,0.229214
1,6800,7434,0.228982
1,6850,7434,0.228746
1,6900,7434,0.228507
1,6950,7434,0.228339
1,7000,7434,0.228138
1,7050,7434,0.227944
1,7100,7434,0.227761
1,7150,7434,0.227565
1,7200,7434,0.227378
1,7250,7434,0.227159
1,7300,7434,0.226950
1,7350,7434,0.226736
1,7400,7434,0.226573
