epoch,batch,n_batches,running_loss
1,50,7434,0.572079
1,100,7434,0.464719
1,150,7434,0.419084
1,200,7434,0.392171
1,250,7434,0.373167
1,300,7434,0.358345
1,350,7434,0.347131
1,400,7434,0.338388
1,450,7434,0.331493
1,500,7434,0.325661
1,550,7434,0.320007
1,600,7434,0.315192
1,650,7434,0.311291
1,700,7434,0.307866
1,750,7434,0.304490
1,800,7434,0.301764
1,850,7434,0.298913
1,900,7434,0.296797
1,950,7434,0.294131
1,1000,7434,0.291779
1,1050,7434,0.289794
1,1100,7434,0.287834
1,1150,7434,0.285868
1,1200,7434,0.284152
1,1250,7434,0.282618
1,1300,7434,0.281104
1,1350,7434,0.279802
1,1400,7434,0.278520
1,1450,7434,0.277036
1,1500,7434,0.275774
1,1550,7434,0.274705
1,1600,7434,0.273581
1,1650,7434,0.272719
1,1700,7434,0.271622
1,1750,7434,0.270690
1,1800,7434,0.269660
1,1850,7434,0.268798
1,1900,7434,0.267845
1,1950,7434,0.266912
1,2000,7434,0.266099
1,2050,7434,0.265397
1,2100,7434,0.264749
1,2150,7434,0.263980
1,2200,7434,0.263441
1,2250,7434,0.262628
1,2300,7434,0.261867
1,2350,7434,0.261224
1,2400,7434,0.260382
1,2450,7434,0.259642
1,2500,7434,0.258881
1,2550,7434,0.258205
1,2600,7434,0.257608
1,2650,7434,0.256941
1,2700,7434,0.256349
1,2750,7434,0.255741
1,2800,7434,0.255059
1,2850,7434,0.254439
1,2900,7434,0.253858
1,2950,7434,0.253292
1,3000,7434,0.252753
1,3050,7434,0.252238
1,3100,7434,0.251745
1,3150,7434,0.251222
1,3200,7434,0.250740
1,3250,7434,0.250236
1,3300,7434,0.249617
1,3350,7434,0.249266
1,3400,7434,0.248779
1,3450,7434,0.248404
1,3500,7434,0.247958
1,3550,7434,0.247609
1,3600,7434,0.247156
1,3650,7434,0.246765
1,3700,7434,0.246375
1,3750,7434,0.245977
1,3800,7434,0.245652
1,3850,7434,0.245275
1,3900,7434,0.244911
1,3950,7434,0.244497
1,4000,7434,0.244143
1,4050,7434,0.243730
1,4100,7434,0.243411
1,4150,7434,0.243145
1,4200,7434,0.242852
1,4250,7434,0.242553
1,4300,7434,0.242243
1,4350,7434,0.241811
1,4400,7434,0.241509
1,4450,7434,0.241179
1,4500,7434,0.240829
1,4550,7434,0.240452
1,4600,7434,0.240137
1,4650,7434,0.239753
1,4700,7434,0.239450
1,4750,7434,0.239256
1,4800,7434,0.239001
1,4850,7434,0.238744
1,4900,7434,0.238425
1,4950,7434,0.238094
1,5000,7434,0.237752
1,5050,7434,0.237442
1,5100,7434,0.237191
1,5150,7434,0.236917
1,5200,7434,0.236648
1,5250,7434,0.236358
1,5300,7434,0.236089
1,5350,7434,0.235812
1,5400,7434,0.235560
1,5450,7434,0.235269
1,5500,7434,0.234950
1,5550,7434,0.234726
1,5600,7434,0.234516
1,5650,7434,0.234292
1,5700,7434,0.234064
1,5750,7434,0.233791
1,5800,7434,0.233517
1,5850,7434,0.233293
1,5900,7434,0.233037
1,5950,7434,0.232829
1,6000,7434,0.232621
1,6050,7434,0.232407
1,6100,7434,0.232159
1,6150,7434,0.231956
1,6200,7434,0.231691
1,6250,7434,0.231506
1,6300,7434,0.231266
1,6350,7434,0.231087
1,6400,7434,0.230807
1,6450,7434,0.230546
1,6500,7434,0.230322
1,6550,7434,0.230081
1,6600,7434,0.229908
1,6650,7434,0.229660
1,6700,7434,0.229434
1,6750,7434,0.229247
1,6800,7434,0.229028
1,6850,7434,0.228846
1,6900,7434,0.228657
1,6950,7434,0.228501
1,7000,7434,0.228325
1,7050,7434,0.228103
1,7100,7434,0.227892
1,7150,7434,0.227704
1,7200,7434,0.227494
1,7250,7434,0.227314
1,7300,7434,0.227086
1,7350,7434,0.226869
1,7400,7434,0.226700
