epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.705605,0.386562,0.12236,0.037508,0.619705,0.845088,0.170733,0.024753,46.5
2,0.294419,0.272716,0.184882,0.228646,0.873926,0.882351,0.402337,0.190203,19.06
3,0.253146,0.255244,0.267893,0.252112,0.889295,0.887403,0.438124,0.200664,22.71
