epoch,batch,n_batches,running_loss,batch_loss,lr,batch_f1,batch_acc,batch_prec
1,10,53,0.540203,0.424301,0.00001000,0.092339,0.836075,0.132519
1,20,53,0.451550,0.337148,0.00001000,0.081866,0.860746,0.276190
1,30,53,0.406078,0.317678,0.00001000,0.126131,0.862390,0.158320
1,40,53,0.379727,0.300165,0.00001000,0.143041,0.870066,0.195523
1,50,53,0.362935,0.300447,0.00001000,0.155158,0.875000,0.262048
1,53,53,0.359640,0.344776,0.00001000,0.105263,0.848684,0.096491
2,10,53,0.272913,0.248509,0.00005500,0.227769,0.894737,0.259131
2,20,53,0.269013,0.270542,0.00005500,0.211097,0.883772,0.293787
2,30,53,0.265893,0.261973,0.00005500,0.263866,0.884868,0.372688
2,40,53,0.261995,0.247189,0.00005500,0.282820,0.889803,0.348113
2,50,53,0.257540,0.265922,0.00005500,0.337870,0.887610,0.378450
2,53,53,0.258982,0.321885,0.00005500,0.238012,0.881579,0.289474
3,10,53,0.238267,0.254680,0.00010000,0.306221,0.891996,0.452854
3,20,53,0.237573,0.231055,0.00010000,0.339599,0.898575,0.461877
3,30,53,0.234389,0.208841,0.00010000,0.352704,0.912281,0.449362
3,40,53,0.232315,0.244367,0.00010000,0.329902,0.895285,0.474321
3,50,53,0.230022,0.210918,0.00010000,0.396544,0.907895,0.539097
3,53,53,0.229670,0.222338,0.00010000,0.291729,0.888158,0.312281
4,10,53,0.222338,0.214681,0.00009856,0.370943,0.909540,0.502464
4,20,53,0.215454,0.165895,0.00009856,0.461222,0.938048,0.552616
4,30,53,0.213470,0.201461,0.00009856,0.424398,0.917215,0.556560
4,40,53,0.212569,0.201675,0.00009856,0.421882,0.917763,0.525114
4,50,53,0.208050,0.230592,0.00009856,0.382818,0.895833,0.457049
4,53,53,0.207940,0.187846,0.00009856,0.350877,0.934211,0.342105
5,10,53,0.195972,0.191812,0.00009433,0.473604,0.916667,0.514672
5,20,53,0.191204,0.193468,0.00009433,0.440610,0.921601,0.542691
5,30,53,0.190912,0.169469,0.00009433,0.456354,0.921601,0.541283
5,40,53,0.189789,0.186220,0.00009433,0.434304,0.924342,0.503019
5,50,53,0.187577,0.203399,0.00009433,0.513416,0.914474,0.631552
5,53,53,0.187714,0.189491,0.00009433,0.357018,0.921053,0.421053
6,10,53,0.173380,0.169751,0.00008755,0.430230,0.927083,0.542300
6,20,53,0.172267,0.196678,0.00008755,0.464787,0.911184,0.579263
6,30,53,0.171494,0.174354,0.00008755,0.521777,0.925439,0.606786
6,40,53,0.171360,0.138376,0.00008755,0.551678,0.937500,0.604388
6,50,53,0.170351,0.163949,0.00008755,0.493366,0.925987,0.584846
6,53,53,0.170169,0.127569,0.00008755,0.357895,0.980263,0.368421
7,10,53,0.153307,0.155599,0.00007862,0.573079,0.933662,0.705126
7,20,53,0.155023,0.170532,0.00007862,0.545030,0.925987,0.694776
7,30,53,0.155306,0.178083,0.00007862,0.528816,0.924890,0.630650
7,40,53,0.156653,0.159721,0.00007862,0.559948,0.930921,0.650561
7,50,53,0.156609,0.155332,0.00007862,0.538769,0.933114,0.619312
