epoch,batch,n_batches,running_loss,batch_loss,lr,batch_f1,batch_acc,batch_prec
1,10,53,0.551853,0.436932,0.00001000,0.065229,0.844298,0.100492
1,20,53,0.460937,0.346188,0.00001000,0.081858,0.860197,0.210025
1,30,53,0.414704,0.296027,0.00001000,0.152713,0.876096,0.301491
1,40,53,0.385438,0.285505,0.00001000,0.173335,0.883224,0.326318
1,50,53,0.366734,0.272275,0.00001000,0.190637,0.891996,0.332439
1,53,53,0.361094,0.205663,0.00001000,0.122306,0.914474,0.157895
2,10,53,0.267660,0.252987,0.00005500,0.287393,0.898575,0.364682
2,20,53,0.264587,0.254628,0.00005500,0.336100,0.893092,0.414507
2,30,53,0.260838,0.242416,0.00005500,0.278288,0.894737,0.403685
2,40,53,0.255833,0.248251,0.00005500,0.240155,0.885965,0.331892
2,50,53,0.252802,0.263611,0.00005500,0.297448,0.883224,0.348712
2,53,53,0.252937,0.277345,0.00005500,0.253759,0.875000,0.303509
3,10,53,0.235908,0.224270,0.00010000,0.310070,0.905154,0.403080
3,20,53,0.231209,0.216801,0.00010000,0.428258,0.913925,0.543389
3,30,53,0.227726,0.203369,0.00010000,0.371303,0.913925,0.492340
3,40,53,0.225881,0.225465,0.00010000,0.361275,0.902412,0.441177
3,50,53,0.224633,0.212248,0.00010000,0.415838,0.908443,0.561934
3,53,53,0.223091,0.137146,0.00010000,0.359649,0.947368,0.368421
4,10,53,0.205410,0.191134,0.00009856,0.430028,0.918311,0.476252
4,20,53,0.203766,0.167044,0.00009856,0.453869,0.929276,0.501400
4,30,53,0.202757,0.185068,0.00009856,0.421500,0.926535,0.466947
4,40,53,0.206401,0.212956,0.00009856,0.424478,0.908991,0.516884
4,50,53,0.203048,0.185876,0.00009856,0.474391,0.927083,0.602985
4,53,53,0.202509,0.166728,0.00009856,0.217544,0.927632,0.219298
5,10,53,0.191002,0.208234,0.00009433,0.449672,0.907895,0.595703
5,20,53,0.190416,0.187229,0.00009433,0.482679,0.924890,0.602542
5,30,53,0.187896,0.193082,0.00009433,0.518613,0.917215,0.623683
5,40,53,0.186148,0.169916,0.00009433,0.507454,0.926535,0.598703
5,50,53,0.185823,0.172857,0.00009433,0.443698,0.924342,0.490602
5,53,53,0.184568,0.125660,0.00009433,0.300752,0.947368,0.302632
6,10,53,0.174775,0.163258,0.00008755,0.527874,0.932566,0.690137
6,20,53,0.172348,0.181968,0.00008755,0.491876,0.923794,0.554445
6,30,53,0.170804,0.176899,0.00008755,0.597214,0.922697,0.792473
6,40,53,0.169948,0.167000,0.00008755,0.488775,0.933662,0.521678
6,50,53,0.168195,0.173871,0.00008755,0.457857,0.926535,0.503626
6,53,53,0.167726,0.134224,0.00008755,0.245113,0.947369,0.232456
7,10,53,0.155878,0.183038,0.00007862,0.543088,0.922697,0.613345
7,20,53,0.153224,0.162613,0.00007862,0.521166,0.929825,0.626942
7,30,53,0.151316,0.150078,0.00007862,0.581538,0.934210,0.678742
7,40,53,0.151975,0.162281,0.00007862,0.523639,0.930921,0.615488
