epoch,train_loss,val_loss,train_f1,val_f1,train_acc,val_acc,val_prec,val_rec,epoch_time_s
1,0.702804,0.421286,0.128221,0.050863,0.638589,0.82186,0.110507,0.046374,65.21
2,0.304325,0.275416,0.165501,0.233682,0.871179,0.876807,0.409681,0.205023,41.49
3,0.260036,0.259392,0.26192,0.27993,0.888579,0.88614,0.421054,0.23535,35.77
