epoch,batch,n_batches,running_loss,batch_loss,lr,batch_f1,batch_acc,batch_prec
1,10,53,0.615874,0.468885,0.00001000,0.091395,0.792763,0.119871
1,20,53,0.500105,0.348689,0.00001000,0.060641,0.860746,0.203008
1,30,53,0.442340,0.289420,0.00001000,0.114484,0.878290,0.151870
1,40,53,0.407980,0.271964,0.00001000,0.130043,0.878289,0.177576
1,50,53,0.386128,0.284859,0.00001000,0.195620,0.880482,0.274875
1,53,53,0.380180,0.270347,0.00001000,0.235088,0.868421,0.315789
2,10,53,0.276922,0.242832,0.00005500,0.238309,0.901316,0.321512
2,20,53,0.272118,0.258331,0.00005500,0.253186,0.898026,0.314035
2,30,53,0.270851,0.330282,0.00005500,0.177471,0.854167,0.345614
2,40,53,0.263851,0.207799,0.00005500,0.290542,0.921053,0.345559
2,50,53,0.259463,0.250393,0.00005500,0.242237,0.891447,0.317573
2,53,53,0.258722,0.293158,0.00005500,0.192982,0.881579,0.210526
3,10,53,0.252138,0.211292,0.00010000,0.326472,0.914474,0.359136
3,20,53,0.248811,0.238374,0.00010000,0.336120,0.908991,0.463927
3,30,53,0.244876,0.246424,0.00010000,0.269319,0.890351,0.385683
3,40,53,0.242149,0.220603,0.00010000,0.343888,0.905702,0.416982
3,50,53,0.239136,0.224716,0.00010000,0.350024,0.910088,0.493683
3,53,53,0.237892,0.209503,0.00010000,0.192982,0.934211,0.210526
4,10,53,0.222624,0.202842,0.00009856,0.379875,0.915570,0.456306
4,20,53,0.217224,0.207834,0.00009856,0.337120,0.904605,0.409722
4,30,53,0.215584,0.210246,0.00009856,0.321281,0.901316,0.361114
4,40,53,0.211518,0.194840,0.00009856,0.459009,0.910088,0.532374
4,50,53,0.210997,0.219100,0.00009856,0.380570,0.905702,0.447188
4,53,53,0.210184,0.198471,0.00009856,0.122807,0.907895,0.114035
5,10,53,0.195439,0.164555,0.00009433,0.399257,0.930921,0.444207
5,20,53,0.191019,0.170876,0.00009433,0.517249,0.926535,0.596698
5,30,53,0.191679,0.206059,0.00009433,0.362917,0.904605,0.383849
5,40,53,0.190527,0.146553,0.00009433,0.479721,0.938596,0.529498
5,50,53,0.188909,0.188726,0.00009433,0.444652,0.918860,0.519990
5,53,53,0.189457,0.149196,0.00009433,0.235088,0.907895,0.245614
6,10,53,0.193404,0.183100,0.00008755,0.460601,0.915570,0.521446
6,20,53,0.182492,0.185617,0.00008755,0.463317,0.916667,0.486434
6,30,53,0.179368,0.181263,0.00008755,0.415572,0.922149,0.464003
6,40,53,0.178078,0.224863,0.00008755,0.510580,0.908991,0.600818
6,50,53,0.178575,0.173260,0.00008755,0.456807,0.932018,0.546617
6,53,53,0.178683,0.134296,0.00008755,0.235088,0.934211,0.263158
7,10,53,0.174648,0.175142,0.00007862,0.474358,0.926535,0.568329
7,20,53,0.172978,0.173855,0.00007862,0.459183,0.915570,0.498948
7,30,53,0.167356,0.143471,0.00007862,0.538996,0.942982,0.573985
