epoch,batch,n_batches,running_loss
1,100,3717,0.321265
1,200,3717,0.289453
1,300,3717,0.273644
1,400,3717,0.263332
1,500,3717,0.256303
1,600,3717,0.250122
1,700,3717,0.245095
1,800,3717,0.240706
1,900,3717,0.236964
1,1000,3717,0.233428
1,1100,3717,0.230206
1,1200,3717,0.227173
1,1300,3717,0.224688
1,1400,3717,0.222433
1,1500,3717,0.220127
1,1600,3717,0.218194
1,1700,3717,0.216294
1,1800,3717,0.214630
1,1900,3717,0.212950
1,2000,3717,0.211396
1,2100,3717,0.209962
1,2200,3717,0.208436
1,2300,3717,0.207205
1,2400,3717,0.205897
1,2500,3717,0.204661
1,2600,3717,0.203525
1,2700,3717,0.202523
1,2800,3717,0.201551
1,2900,3717,0.200489
1,3000,3717,0.199541
1,3100,3717,0.198668
1,3200,3717,0.197740
1,3300,3717,0.196859
1,3400,3717,0.195945
1,3500,3717,0.195116
1,3600,3717,0.194317
1,3700,3717,0.193540
2,100,3717,0.173366
2,200,3717,0.170505
2,300,3717,0.170097
2,400,3717,0.169479
2,500,3717,0.168876
2,600,3717,0.168149
2,700,3717,0.167580
2,800,3717,0.166426
2,900,3717,0.165447
2,1000,3717,0.165012
2,1100,3717,0.164580
2,1200,3717,0.164052
2,1300,3717,0.163474
2,1400,3717,0.163190
2,1500,3717,0.162668
2,1600,3717,0.162211
2,1700,3717,0.161755
2,1800,3717,0.161281
2,1900,3717,0.160919
2,2000,3717,0.160365
2,2100,3717,0.159780
2,2200,3717,0.159392
2,2300,3717,0.158943
2,2400,3717,0.158631
2,2500,3717,0.158181
2,2600,3717,0.157814
2,2700,3717,0.157453
2,2800,3717,0.157077
2,2900,3717,0.156569
2,3000,3717,0.156264
2,3100,3717,0.155853
2,3200,3717,0.155492
2,3300,3717,0.155168
2,3400,3717,0.154815
2,3500,3717,0.154398
2,3600,3717,0.154061
2,3700,3717,0.153690
3,100,3717,0.141304
3,200,3717,0.142853
3,300,3717,0.141961
3,400,3717,0.141750
3,500,3717,0.141542
3,600,3717,0.141597
3,700,3717,0.141089
3,800,3717,0.140735
3,900,3717,0.140831
3,1000,3717,0.140841
3,1100,3717,0.140435
3,1200,3717,0.140091
3,1300,3717,0.139885
3,1400,3717,0.139793
3,1500,3717,0.139795
3,1600,3717,0.139452
3,1700,3717,0.139334
3,1800,3717,0.139079
3,1900,3717,0.138902
3,2000,3717,0.138770
3,2100,3717,0.138680
3,2200,3717,0.138529
3,2300,3717,0.138339
3,2400,3717,0.138173
3,2500,3717,0.137984
3,2600,3717,0.137859
3,2700,3717,0.137689
3,2800,3717,0.137436
3,2900,3717,0.137198
3,3000,3717,0.136977
3,3100,3717,0.136876
3,3200,3717,0.136733
3,3300,3717,0.136531
3,3400,3717,0.136365
3,3500,3717,0.136254
3,3600,3717,0.136055
3,3700,3717,0.135975
4,100,3717,0.129631
4,200,3717,0.128406
4,300,3717,0.129158
4,400,3717,0.128833
4,500,3717,0.129071
4,600,3717,0.129350
4,700,3717,0.129164
4,800,3717,0.128867
4,900,3717,0.129010
4,1000,3717,0.129032
4,1100,3717,0.129067
4,1200,3717,0.128899
4,1300,3717,0.128729
4,1400,3717,0.128495
4,1500,3717,0.128299
4,1600,3717,0.128344
4,1700,3717,0.128267
4,1800,3717,0.128043
4,1900,3717,0.127917
4,2000,3717,0.127834
4,2100,3717,0.127722
4,2200,3717,0.127612
4,2300,3717,0.127532
4,2400,3717,0.127471
4,2500,3717,0.127375
4,2600,3717,0.127317
4,2700,3717,0.127247
4,2800,3717,0.127130
4,2900,3717,0.126973
4,3000,3717,0.126895
4,3100,3717,0.126720
4,3200,3717,0.126615
4,3300,3717,0.126524
4,3400,3717,0.126439
4,3500,3717,0.126324
4,3600,3717,0.126249
4,3700,3717,0.126178
5,100,3717,0.119221
5,200,3717,0.120811
5,300,3717,0.119646
5,400,3717,0.120243
5,500,3717,0.120136
5,600,3717,0.119801
5,700,3717,0.120047
5,800,3717,0.120178
5,900,3717,0.120054
5,1000,3717,0.120177
5,1100,3717,0.119925
5,1200,3717,0.119838
5,1300,3717,0.119933
5,1400,3717,0.119887
5,1500,3717,0.119843
5,1600,3717,0.119846
5,1700,3717,0.119786
5,1800,3717,0.119722
5,1900,3717,0.119645
5,2000,3717,0.119532
5,2100,3717,0.119504
5,2200,3717,0.119406
5,2300,3717,0.119375
5,2400,3717,0.119267
5,2500,3717,0.119247
5,2600,3717,0.119285
5,2700,3717,0.119193
5,2800,3717,0.119189
5,2900,3717,0.119078
5,3000,3717,0.119007
5,3100,3717,0.118975
5,3200,3717,0.118929
5,3300,3717,0.118909
5,3400,3717,0.118804
5,3500,3717,0.118733
5,3600,3717,0.118658
5,3700,3717,0.118565
6,100,3717,0.110321
6,200,3717,0.111504
6,300,3717,0.111846
6,400,3717,0.111874
6,500,3717,0.111989
6,600,3717,0.111788
6,700,3717,0.111855
6,800,3717,0.111827
6,900,3717,0.111757
6,1000,3717,0.111883
6,1100,3717,0.111998
6,1200,3717,0.111999
6,1300,3717,0.111996
6,1400,3717,0.111874
6,1500,3717,0.111908
6,1600,3717,0.111984
6,1700,3717,0.112079
6,1800,3717,0.111971
6,1900,3717,0.111959
6,2000,3717,0.111912
6,2100,3717,0.111931
6,2200,3717,0.111979
6,2300,3717,0.111847
6,2400,3717,0.111854
6,2500,3717,0.111744
6,2600,3717,0.111707
6,2700,3717,0.111679
6,2800,3717,0.111665
6,2900,3717,0.111707
6,3000,3717,0.111727
6,3100,3717,0.111668
6,3200,3717,0.111642
6,3300,3717,0.111600
6,3400,3717,0.111566
6,3500,3717,0.111529
6,3600,3717,0.111521
6,3700,3717,0.111581
7,100,3717,0.100669
7,200,3717,0.101158
7,300,3717,0.102113
7,400,3717,0.101432
7,500,3717,0.101490
7,600,3717,0.101380
7,700,3717,0.101245
7,800,3717,0.101189
7,900,3717,0.101383
7,1000,3717,0.101360
7,1100,3717,0.101338
7,1200,3717,0.101462
7,1300,3717,0.101383
7,1400,3717,0.101481
7,1500,3717,0.101678
7,1600,3717,0.101654
7,1700,3717,0.101644
7,1800,3717,0.101635
7,1900,3717,0.101568
7,2000,3717,0.101601
7,2100,3717,0.101629
7,2200,3717,0.101665
7,2300,3717,0.101673
7,2400,3717,0.101695
7,2500,3717,0.101625
7,2600,3717,0.101624
7,2700,3717,0.101611
7,2800,3717,0.101602
7,2900,3717,0.101620
7,3000,3717,0.101634
7,3100,3717,0.101673
7,3200,3717,0.101543
7,3300,3717,0.101500
7,3400,3717,0.101460
7,3500,3717,0.101415
7,3600,3717,0.101376
7,3700,3717,0.101394
8,100,3717,0.090672
8,200,3717,0.090900
8,300,3717,0.090257
8,400,3717,0.090309
8,500,3717,0.089937
8,600,3717,0.090257
8,700,3717,0.090375
8,800,3717,0.090560
8,900,3717,0.090640
8,1000,3717,0.090650
8,1100,3717,0.090823
8,1200,3717,0.090870
8,1300,3717,0.090755
8,1400,3717,0.090847
8,1500,3717,0.090810
8,1600,3717,0.090959
8,1700,3717,0.091149
8,1800,3717,0.091139
8,1900,3717,0.091073
8,2000,3717,0.091102
8,2100,3717,0.091072
8,2200,3717,0.091036
8,2300,3717,0.091103
8,2400,3717,0.091062
8,2500,3717,0.091092
8,2600,3717,0.091078
8,2700,3717,0.091123
8,2800,3717,0.091152
8,2900,3717,0.091138
8,3000,3717,0.091117
8,3100,3717,0.091161
8,3200,3717,0.091140
8,3300,3717,0.091147
8,3400,3717,0.091158
8,3500,3717,0.091171
8,3600,3717,0.091156
8,3700,3717,0.091161
9,100,3717,0.080381
9,200,3717,0.080912
9,300,3717,0.080401
9,400,3717,0.080291
9,500,3717,0.079997
9,600,3717,0.079926
9,700,3717,0.080044
9,800,3717,0.080315
9,900,3717,0.080315
9,1000,3717,0.080326
9,1100,3717,0.080435
9,1200,3717,0.080530
9,1300,3717,0.080592
9,1400,3717,0.080621
9,1500,3717,0.080680
9,1600,3717,0.080741
9,1700,3717,0.080715
9,1800,3717,0.080835
9,1900,3717,0.080932
9,2000,3717,0.080918
9,2100,3717,0.080964
9,2200,3717,0.080951
9,2300,3717,0.081038
9,2400,3717,0.080943
9,2500,3717,0.080924
9,2600,3717,0.080910
9,2700,3717,0.080956
9,2800,3717,0.080933
9,2900,3717,0.080948
9,3000,3717,0.080970
9,3100,3717,0.080947
9,3200,3717,0.080911
9,3300,3717,0.080954
9,3400,3717,0.081014
9,3500,3717,0.080974
9,3600,3717,0.081000
9,3700,3717,0.081034
10,100,3717,0.070991
10,200,3717,0.070269
